custom_id,url,asin,brand,modelno,category1,pcategory1,category2,pcategory2,title,listprice,price,prodfeatures,techdetails,proddescrshort,proddescrlong,dimensions,imageurl,itemweight,shipweight,orig_prodfeatures,orig_techdetails
960,http://www.amazon.com/Iomega-34440-eSATA-FireWire-UltraMax/dp/B001NOJO4U/,B001NOJO4U,Iomega,34440,Computers Accessories,Electronics,,,Iomega 34440 eSATA FireWire 800 FireWire 400 USB 2.0 2TB UltraMax Plus Hard Drive,214.99,179.98,,High-Performance - RAID 0 built in for higher data throughput and RAID 1 for data redundancy. Convenient - Three-port USB hub and three FireWire ports for more connection capabilities Versatile High capacity storage for tons of photos music files and videos. Secure - Iomega hard drives include both EMC Retrospect and MozyHome Online backup software to secure your data.,,The Iomega UltraMax Plus Hard Drive eSATA FireWire 800 FireWire 400 USB 2.0 available in 1 TB 2 TB and 4 TB capacities adds secure high-capacity storage to your computer system with a sleek compact design that compliments the Mac G5. This high-performance HFS formatted drive includes RAID 0 for higher data throughput and RAID 1 for data security plus a three-port USB hub and three FireWire ports for expanded storage delivering transfer rates of up to 800MBits sec. The UltraMax Plus can be connected to any computer equipped with FireWire 800 FireWire 400 or Hi-Speed USB 2.0. An eSATA port has been added for the best performances on a PC. The Iomega UltraMax Plus includes both EMC Retrospect and MozyHome Online Backup service to secure your data.,9.5 x 8.2 x 5.5 inches,http://ecx.images-amazon.com/images/I/41yWM3GxXrL._AA300_.jpg,4.3 pounds,6 pounds,,"<ul><li>High-Performance - RAID 0 built in for higher data throughput and RAID 1 for data redundancy.</li> <li>Convenient - Three-port USB hub and three FireWire ports for more connection capabilities</li> <li>Versatile  High capacity storage for tons of photos, music files and videos.</li> <li>Secure - Iomega hard drives include both EMC Retrospect and MozyHome Online backup software to secure your data.</li> </ul>"
961,http://www.amazon.com/IOGEAR-Wireless-G-Speed-Adapter-GWU523/dp/B0009JR3SE/,B0009JR3SE,Iogear,GWU523,Computers Accessories,Electronics,,,IOGEAR Wireless-G High Speed USB 2.0 Adapter GWU523,38.97,21.84,,USB Specification USB 2.0 Data Rate IEEE 802.11g 6 9 12 18 24 36 48 54Mbps Chipset Zydas1211 Operating Range 100 - 400m depending on surrounding environment Humidity 5 100  non-condensing,,IOGEARs WLAN USB Adapter fully supports the features and functional compliance of IEEE 802.11b g standard. It is designed to provide excellent performance with minimum power consumption. Our USB WiFi Adapter delivers performance and improved power management at a most competitive price.,8.0 x 6.0 x 2.0 inches,http://ecx.images-amazon.com/images/I/316ZHAMDHHL._SL500_AA300_.jpg,15.8 ounces,1 pounds,,"<ul><li>USB Specification: USB 2.0</li> <li>Data Rate: IEEE 802.11g : 6, 9, 12, 18, 24, 36, 48, 54Mbps</li> <li>Chipset: Zydas1211</li> <li>Operating Range: 100 - 400m, depending on surrounding environment</li> <li>Humidity: 5 ~ 100% (non-condensing)</li> </ul>"
962,http://www.amazon.com/IOGEAR-MiniView-Extreme-Multimedia-GCS1732/dp/B0000V3OYS/,B0000V3OYS,Iogear,GCS1732,KVM Switches,External Components,,,IOGEAR MiniView Extreme Multimedia KVMP Switch with 2 Cables GCS1732,121.21,71.99,,Device Type - KVMP Switch Form Factor - N A Dimensions WxDxH - 5.2 x 3.5 x 1.7 Weight - 3.5 lbs,IOGEARs new MiniView Extreme Multimedia KVM and Peripheral Sharing Switch brings extra value to conventional KVM switches by offering USB peripheral sharing capabilities audio and microphone support and multi-platform support for Windows Mac and Sun systems using either USB and PS 2 additional cables needed for PS 2 IOGEAR Part No. G2L5302P . You can save money and space by eliminating the need for multiple monitors keyboards mice and peripheral devices such as printers scanners zip drives and more. Up to 127 different USB devices can be daisy chained from this KVMP switch. Sharing speakers and a microphone also offers extra value and convenience for the users. USB and KVM technology together makes cross-platform management easy. A single USB console can control a PC and a Mac or even a Sun workstation and share peripherals and audio devices between the computers. Any USB-enabled computers using any USB-compatible operating system can benefit from the efficiency expense reduction and convenience of IOGEARs Miniview Extreme KVMP switch.,IOGEAR s new MiniView Extreme Multimedia KVM and Peripheral Sharing Switch brings extra value to conventional KVM switches by offering USB peripheral sharing capabilities audio and microphone support and multi-platform support for Windows Mac and Sun systems using either USB and PS 2 additional cables needed for PS 2 IOGEAR Part No. G2L5302P . You can save money and space by eliminating the need for multiple monitors keyboards mice and peripheral devices such as printers scanners zip drives and more. Up to 127 different USB devices can be daisy chained from this KVMP switch. Sharing speakers and a microphone also offers extra value and convenience for the users.  USB and KVM technology together makes cross-platform management easy. A single USB console can control a PC and a Mac or even a Sun workstation and share peripherals and audio devices between the computers. Any USB-enabled computers using any USB-compatible operating system can benefit from the efficiency expense reduction and convenience of IOGEAR s Miniview Extreme KVMP switch.,5.2 x 3.5 x 1.7 inches,http://ecx.images-amazon.com/images/I/41BVY743WSL._AA300_.jpg,10.6 ounces,4 pounds,,"<ul><li>Device Type - KVMP Switch</li> <li>Form Factor - N/A</li> <li>Dimensions WxDxH - 5.2"" x 3.5"" x 1.7""</li> <li>Weight - 3.5 lbs</li> </ul>"
963,http://www.amazon.com/IOGEAR-GHDC1402P-Ethernet-Supporting-Return/dp/B004QHPYSQ/,B004QHPYSQ,Iogear,GHDC1402P,HDMI Cables,Video Cables,,,IOGEAR GHDC1402P High Speed HDMI Cable with Ethernet Supporting 3D and Audio Return 6.5 Feet Black Grey,,7.95,,Rated at 10.2 Gbps Full 1080p High-speed HDMI cable HDMI high speed 10.2Gbps Supports 3D Backward compatible with DVI HDCP Compliant HDMI Ethernet Channel HEC  amp Audio Return Channel ARC,,IOGEAR s GHDC1402P 6.5ft High Speed HDMI Cable with Ethernet provides both high-definition video and multi-channel audio connection between any digital HDTV displays and digital source devices such as DVD players DVRs digital set-top boxes cable satellite A V receivers game consoles and many more.Engineered to deliver the best in class digital video and audio connectivity.Ideal Solution for HDTVs Plasma displays and projectors. Blu-ray DVD players. DVR Set top boxes from cable and satellite providers. PLAYSTATION3 MicrosoftXbox. Home computers media servers and home theater PC s. A V receivers and many more,,http://ecx.images-amazon.com/images/I/212YnI%2BQm9L._AA300_.jpg,1 pounds,1 pounds,,<ul><li>Rated at 10.2 Gbps</li> <li>Full 1080p</li> <li>High-speed HDMI cable</li> <li>HDMI high speed (10.2Gbps)</li> <li>Supports 3D</li> <li>Backward compatible with DVI</li> <li>HDCP Compliant</li> <li>HDMI Ethernet Channel (HEC) &amp; Audio Return Channel (ARC)</li> </ul>
964,http://www.amazon.com/IOGear-Charge-Handheld-Devices-GDROAVC6/dp/B004YD7NA4/,B004YD7NA4,Iogear,GDROAVC6,Composite Video,Video Cables,,,IOGear HD AV Cable with Charge and Sync for Handheld Devices GDROAVC6 Black,37.95,30.27,,HDMI micro type D connector designed for cell phones pocket cameras and other handheld devices such as tablets or netbooks Quick Installation no driver needed Hi-definition resolution supports full 1080p 60hz Ultra-shielded copper cables provides premium audio and video quality,,IOGEAR GDROAVC6 HD AV Cable with Charge and Sync is a 6.5 feet audio video cable designed to connect video capable handheld devices to a HD TV. The HD AV Cable connects to your mobile device via the HDMI Micro Type D connector and then to your HD TV. With the driver-free set-up the process to get started is quick and painless. The compact design also makes this cable very portable and you can take it with you where ever you go and easily share your content. With the IOGEAR HD AV Cable with Charge and Sync you can now enjoy and share your favorite photos and video clips with your friends and family on the big screen. The HD AV Cable also includes a USB power adapter to keep your mobile device charged while viewing to side step the annoying low on battery interruption. This product is intended for sharing content from your mobile devices on a larger screen.,6.5 x 0.8 x 0.5 inches,http://ecx.images-amazon.com/images/I/31TVwneS7TL._SL500_AA300_.jpg,3.8 ounces,1 pounds,,"<ul><li>HDMI micro type D connector designed for cell phones, pocket cameras, and other handheld devices such as tablets or netbooks</li> <li>Quick Installation , no driver needed</li> <li>Hi-definition resolution, supports full 1080p/60hz</li> <li>Ultra-shielded copper cables provides premium audio and video quality</li> </ul>"
965,http://www.amazon.com/IOGEAR-Cable-Switch-Audio-GCS72U/dp/B002K0TU2C/,B002K0TU2C,Iogear,GCS72U,KVM Switches,External Components,,,IOGEAR 2 Port USB Cable KVM Switch with Audio and Mic GCS72U Black,38.99,26.57,,One USB keyboard USB mouse and VGA monitor control two computers Max resolution 2048 x 1536 DDC2B 2.1 Stereo audio and microphone support Plug-n-Play monitor support 3 feet long molded-in cables to simplify setup Compact design features two attached KVM cables compatible with PC MAC and SUN operating platforms Supports Windows XP or higher Mac OS 9.0 or higher Sun Solaris 9 or higher no software drivers required simply connect the cables to the computers Computer selection via convenient a one touch pushbutton switch that can be placed on your desk full Mac keyboard support,IOGear GCS72U 2-Port USB Cable KVM Switch with Audio and Mic. The IOGEAR 2-Port USB Cable KVM allows users to share a VGA monitor a USB mouse a USB keyboard a set of powered speakers and a mic between two computers. Users can switch between computers using a manual pushbutton switch located on a wired remote that can be placed on your desk for convenience. The GCS72U offers an out-of-box solution with no additional cables power supply or software needed it s simple plug amp play. It supports multiple operating systems including Windows Sun and Mac. It is the ideal KVM for those who want a competitively priced entry level KVM that will allow them to multitask with two computers at their convenience. Operating System Windows XP Vista 32 64 Mac OS X or greater Sun Solaris workstation Linux UNIX and other USB supported systems Additional drivers and support may be needed,IOGEAR 2 Port USB Cable KVM Switch with Audio and Mic GCS72U Black The IOGEAR 2-Port USB Cable KVM allows users to share a VGA monitor a USB mouse a USB keyboard a set of powered speakers and a mic between two computers. Users can switch between computers using a manual pushbutton switch located on a wired remote that can be placed on your desk for convenience.   The GCS72U offers an out-of-box solution with no additional cables power supply or software needed it s simple plug amp play. It supports multiple operating systems including Windows Sun and Mac. It is the ideal KVM for those who want a competitively priced entry level KVM that will allow them to multitask with two computers at their convenience.    Key Features       One USB keyboard USB mouse and VGA monitor control two computers   Max resolution 2048 x 1536 DDC2B   2.1 Stereo audio and microphone support   Plug-n-Play monitor support   3 long molded-in cables to simplify setup   Compact design features two attached KVM USB and VGA cables   Compatible withPC MAC and SUN operating platforms   Supports WindowsXP or higher Mac OS 9.0 or higher Sun Solaris 9 or higher   No software drivers required simply connect thecables to the computers   Computer selectionvia convenient a one touch pushbutton switchthat can be placed on your desk   Full Mac keyboard support   Supports programmable mice   No power adapter required        How it works       Requirements Console    1 VGA display   1 set of USB keyboard and mouse    Computers    1 VGA port   2 USB ports    Operating Systems    Windows XP Windows Vista 32-bit 64-bit Windows 7 32-bit 64-bit Mac OS X v10.3.9 or later   Sun Solaris   Linux     What s in the Box 2-port USB Cable KVM Quick Start Guide Warranty Card      Warranty 3-year warranty   About IOGEAR    IOGEAR headquartered in Foothill Ranch CA offers innovative Consumer Electronics and IT solutions that enable convergence through connectivity in the home at the office and on the go. Founded in 1999 the company provides a broad range of products that help integrate technologies in everyday life share resources decrease clutter and energy consumption and reduce electronic waste.   The company is environmentally-conscious and emphasizes conserving natural resources to employees and customers through its GREEN initiatives. In addition IOGEAR has partnered with Trees for the Future to plant one tree for every product purchased on its Web site or by members of its GREEN initiative partner program.   IOGEAR distributes throughout North and South America Europe and Asia.,8.9 x 6.2 x 2.2 inches,http://ecx.images-amazon.com/images/I/4151PHJ2ElL._SL500_AA300_.jpg,13.1 ounces,1 pounds,,"<ul><li>One USB keyboard, USB mouse, and VGA monitor control two computers, Max resolution: 2048 x 1536, DDC2B</li> <li>2.1 Stereo audio and microphone support, Plug-n-Play monitor support</li> <li>3 feet long molded-in cables to simplify setup, Compact design features two attached KVM cables, compatible with PC, MAC and SUN operating platforms</li> <li>Supports Windows XP or higher, Mac OS 9.0 or higher, Sun Solaris 9 or higher, no software drivers required simply connect the cables to the computers</li> <li>Computer selection via convenient a one touch pushbutton switch that can be placed on your desk, full Mac keyboard support,</li> </ul>"
966,http://www.amazon.com/IOGEAR-Bluetooth-Caller-Announce-GBHFK331/dp/B0044UFMWS/,B0044UFMWS,Iogear,GBHFK331,Accessories Supplies,Electronics,Solar Panels,Renewable Energy,IOGEAR Solar Bluetooth Caller Announce Hands Free Car Kit GBHFK331 Gray,49.95,29.99,,One Full Charge Provides Up to 8 Hours Continuous Talk Time Unit Stores Up to 1 000 Contacts in Your Cell s Phonebook Voice Announce Language Support in English French Spanish German amp Italian Windshield and Visor Mounting Bracket Included Caller Announce for Inbound Calls,,IOGEAR s GBHFK331 Solar Bluetooth Caller Announce Hands Free Car Kit will let you accept only the calls you need and send unwanted calls straight to your voicemail without callers ever knowing they were screened. This Call Announce function is also known as text-to-speech. The unit also features clear vocal feedback that will let you know  power on  phone is ready for use pairing successful among other informative messages. Inbound calls are clearly announced your own voice commands outbound calls. All this is accomplished without wires and with just one tap of the large master function button. This allows you to stay focused on the primary task of driving. After the initial AC charge the kit s integrated solar panel harnesses free solar energy in order to stay powered. A small LED will illustrate when the unit is receiving enough sunlight for charging truly an eco-friendly device.,7.5 x 6.0 x 1.8 inches,http://ecx.images-amazon.com/images/I/31ursudm0xL._SL500_AA300_.jpg,1 pounds,1 pounds,,"<ul><li>One Full Charge Provides Up to 8 Hours Continuous Talk Time</li> <li>Unit Stores Up to 1,000 Contacts in Your Cell's Phonebook</li> <li>Voice Announce Language Support in English, French, Spanish, German &amp; Italian</li> <li>Windshield and Visor Mounting Bracket Included</li> <li>Caller Announce for Inbound Calls</li> </ul>"
967,http://www.amazon.com/IOGEAR-8-Port-MiniView-Switch-GCS1758/dp/B0002D6QIA/,B0002D6QIA,Iogear,GCS1758,KVM Switches,External Components,,,IOGEAR 8-Port MiniView Ultra KVM Switch GCS1758,370.21,248.99,,Device Type - KVM Switch Form Factor - N A Dimensions WxDxH - 17 x 6 x 1.75 Weight - 8.4 Lbs,IOGEARs new eight-port Miniview Ultra KVM switch is the ideal tool to help reduce redundant hardware. Eight monitors mice and keyboards are simply too expensive bulky and inconvenient for most system administrators. Why bother when you can control all eight or even up to 512 computers with a single keyboard monitor and mouse The added audio support allows you to enjoy music while working. Just think of the time space and money youll save and added fun. The New Miniview Ultra is much more than a simple eight-port KVM switch. The dual interface support allows you to connect both PS 2 and USB computers on the same switch. The multi-platform support allows you to control Windows-based computers Sun Solaris systems Linux or even Macs by a single KVM switch. IOGEAR extended the multi-platform support by supporting the special keys on both Sun and Mac keyboards.,IOGEAR s new eight-port MiniView Ultra KVM switch is the ideal tool to help reduce redundant hardware. Eight monitors mice and keyboards are simply too expensive bulky and inconvenient for most system administrators. Why bother when you can control all eight or even up to 512 computers with a single keyboard monitor and mouse The added audio support allows you to enjoy music while working. Just think of the time space and money you ll save and added fun. The New Miniview Ultra is much more than a simple eight-port KVM switch. The dual interface support allows you to connect both PS 2 and USB computers on the same switch. The multi-platform support allows you to control Windows-based computers Sun Solaris systems Linux or even Macs by a single KVM switch. IOGEAR extended the multi-platform support by supporting the special keys on both Sun and Mac keyboards. This KVM switch also comes with the IOGEAR VSE technology which provides excellent video resolution - up to 2048 x 1536. Built-in AutoScan mode lets you conveniently monitor every attached computer for a specified amount of time while our On Screen Display OSD technology allows you to assign a unique name to each computer and access it via a smooth menu-driven interface. With its 1U 19 rack-mountable casing and status-monitoring LEDs the Miniview Ultra is the perfect switch for your server room or any other multi-computer environment.    Features        Dual interface support - supports computers with either PS 2 or USB   Keyboard and mouse   Multi platform support - Windows Mac and Sun Solaris   Easy to install - just plug the cables in   Audio support allows sharing multimedia speakers and MIC phone   Easy to operate - computer selection via front panel switches intuitive OSD on screen display and Hot Keys   Security - 2 level password protection for OSD   Hot Pluggable - both console side and computer side can hot swappable and auto-detect device change   LED Display for easy status monitoring   Auto Scan Mode for monitoring all computers   Complete keyboard emulation for error free booting   Superior video quality 2048 x 1536 support DDC2B.   Total capacity expandable to support 512 computers via 3 levels of cascading   Supports special keys on Sun and Mac keyboards   Firmware upgradeable through flash ROM   Designed for both desktop and rack mount,22.0 x 9.5 x 5.8 inches,http://ecx.images-amazon.com/images/I/31FG5G8FW7L._SL500_AA300_.jpg,8.3 pounds,9 pounds,,"<ul><li>Device Type - KVM Switch</li> <li>Form Factor - N/A</li> <li>Dimensions WxDxH - 17"" x 6"" x 1.75""</li> <li>Weight - 8.4 Lbs</li> </ul>"
968,http://www.amazon.com/IOGEAR-8-Port-CAT5e-Splitter-GVS148TX/dp/B004N714KQ/,B004N714KQ,Iogear,GVS148TX,,,,,IOGEAR 8-Port VGA CAT5e 6 Audio Video Splitter GVS148TX Black,399.95,272.99,,Extends Up to 300m 990ft Away from the Receiver Unit Split and Extend 1 VGA Source with Audio Over 8 VGA Monitors and Powered Speakers Via CAT5e 6 Connect with VGA CAT5e 6 Audio Video Receiver Part No GVE140RX High resolution 1920 x 1200 60Hz 1280 x 1024 60Hz for 990ft 300m Provides local VGA video and 3.5mm audio port IOGear Part No GVE140RX required per display and sold separately Built-in 8KV 15KV ESD protection Connect with VGA CAT5e 6 Audio Video Receiver Part No GVE140RX High resolution 1920 x 1200 60Hz 1280 x 1024 60Hz for 990ft 300m Supports up to 225MHz bandwidth,,IOGear s GVS144TX is an 8-port VGA audio video splitter best for splitting and carrying audio video signals to more that eight monitors or displays with the same quality as the original signal. By utilizing CAT5e 6 cables the unit is able to extend audio video signals over 900ft to eight remote monitors or displays with powered speakers. Operating with a bandwidth of 225MHz allows for the transmission of large amounts of information at a very high rate of speed capable of high resolution settings of up to 1920 x 1200 . Receive audio video signals over 900ft Superior RGB Deskew function Must be used with the IOGEAR GVE140RX - VGA CAT5e 6 Audio Video Receiver Perfect for the Home Boardroom Classroom Tradeshows Church Corporate Events Social Clubs,9.5 x 6.2 x 2.2 inches,http://ecx.images-amazon.com/images/I/31h7JJh0-LL._SL500_AA300_.jpg,1.4 pounds,2 pounds,,"<ul><li>Extends Up to 300m (990ft) Away from the Receiver Unit</li> <li>Split and Extend 1 VGA Source with Audio Over 8 VGA Monitors and Powered Speakers Via CAT5e/6</li> <li>Connect with VGA CAT5e/6 Audio / Video Receiver (Part No: GVE140RX)*</li> <li>High resolution 1920 x 1200 @ 60Hz, 1280 x 1024 @ 60Hz for 990ft (300m)*</li> <li>Provides local VGA video and 3.5mm audio port</li> <li>* IOGear Part No: GVE140RX required per display and sold separately</li> <li>Built-in 8KV / 15KV ESD protection</li> <li>Connect with VGA CAT5e/6 Audio / Video Receiver (Part No: GVE140RX)</li> <li>High resolution 1920 x 1200 @ 60Hz, 1280 x 1024 @ 60Hz for 990ft (300m)</li> <li>Supports up to 225MHz bandwidth</li> </ul>"
969,http://www.amazon.com/Intel-LGA1366-CrossFireX-Motherboard-BOXDX58OG/dp/B004FPYKPM/,B004FPYKPM,Intel,BOXDX58OG,CPU Processors,Computer Components,,,Intel LGA1366 Intel X58 DDR3 CrossFireX SLI SATA3 USB3.0 A GbE ATX Motherboard Retail BOXDX58OG,267.54,199.99,,CPU Socket 1366 Support Intel Core i7 Extreme Edition Processors Support Intel Turbo Boost amp HyperThreading Technology QPI upto 25.6 GB s Chipset Intel X58 amp ICH10R Memory 6x 240pin DDR3-1600 1333 1066 DIMMs Triple Dual Sigle Channel Non-ECC Max Capacity upto 48GB Slots 2x PCI-Express 2.0 x16 Slots Support ATI CrossfireX and NVIDIA SLI 3x PCI-Express 2.0 x1 Slots 1x PCI Slot SATA 2x SATA3 Ports 6x SATA2 Ports Support RAID 0 1 5 10 Audio Integrated 8-Channel High Definition Audio CODEC LAN Integrated Intel PRO 10 100 1000 Gigabit Ethernet Controller Ports 12x USB 2.0 Ports 6 rear 6 by headers 2x USB 3.0 Ports 2x IEEE 1394a Ports 1 rear 1 by header 1x RJ45 Port Audio I O Jacks,,Intel BOXDX58OG LGA1366 Intel X58 DDR3 CrossFireX amp SLI SATA3 amp USB3.0 A amp GbE ATX Motherboard Retail,11.6 x 9.6 x 3.0 inches,http://ecx.images-amazon.com/images/I/41vxYno4iVL._SL500_AA300_.jpg,2.1 pounds,3 pounds,,"<ul><li>CPU: Socket 1366 Support Intel Core i7 Extreme Edition Processors; Support Intel Turbo Boost &amp; HyperThreading Technology, QPI upto 25.6 GB/s Chipset: Intel X58 &amp; ICH10R</li> <li>Memory: 6x 240pin DDR3-1600/1333/1066 DIMMs, Triple/Dual/Sigle Channel, Non-ECC, Max Capacity upto 48GB Slots: 2x PCI-Express 2.0 x16 Slots(Support ATI CrossfireX and NVIDIA SLI); 3x PCI-Express 2.0 x1 Slots; 1x PCI Slot</li> <li>SATA: 2x SATA3 Ports, 6x SATA2 Ports, Support RAID 0/1/5/10 Audio: Integrated 8-Channel High Definition Audio CODEC</li> <li>LAN: Integrated Intel PRO 10/100/1000 Gigabit Ethernet Controller</li> <li>Ports: 12x USB 2.0 Ports (6 rear, 6 by headers); 2x USB 3.0 Ports; 2x IEEE 1394a Ports(1 rear, 1 by header); 1x RJ45 Port; Audio I/O Jacks</li> </ul>"
970,http://www.amazon.com/Intel-Dual-Core-Mini-ITX-Motherboard-BOXD525MW/dp/B0041RSC94/,B0041RSC94,Intel,BOXD525MW,Computers Accessories,Electronics,,,Intel Atom Dual-Core D525 Intel NM10 DDR3 A V GbE Mini-ITX Motherboard Retail BOXD525MW,98.28,80.43,,Intel Dual-Core Atom Processor D525 1.8 GHz 1MB L2 Cache Chipset. 2x 204pin DDR3-1066 800 DIMMs Single Channel Non-ECC Max Capacity upto 4GB Slots. Integrated 6-Channel High Definition Audio CODEC. Integrated Intel GMA3150 Graphics Controller LAN.,,Intel BOXD525MW Atom Dual-Core D525 Intel NM10 DDR3 A amp V amp GbE Mini-ITX Motherboard Retail,6.7 x 6.7 x 2.0 inches,http://ecx.images-amazon.com/images/I/518NezM9VrL._SL500_AA300_.jpg,1.4 pounds,2 pounds,,"<ul><li>Intel Dual-Core Atom Processor D525 (1.8 GHz, 1MB L2 Cache) Chipset.</li> <li>2x 204pin DDR3-1066/800 DIMMs, Single Channel, Non-ECC, Max Capacity upto 4GB Slots.</li> <li>Integrated 6-Channel High Definition Audio CODEC.</li> <li>Integrated Intel GMA3150 Graphics Controller LAN.</li> </ul>"
971,http://www.amazon.com/Innovera-Outlet-Suppressor-Protect-Joules/dp/B001E63MEA/,B001E63MEA,Innovera,,Surge Protectors,Computer Accessories,,,Innovera 7 Outlet Surge Suppressor W Tel Protect 1250 Joules 6Ft Cord Ivory,17.59,7.95,,Catalog Publishing Mask - 5 6 08 Color s - Ivory Compliance Standards - CSA Approved UL Connected Equipment Guarantee Warranty - 50 000 Limited Cord Length - 6 ft,,Economical and reliable surge suppressor features six standard outlets and one transformer-spaced outlet. Multimedia protection for telephone modem and fax with one in-line and two out-line jacks. Comes with a four feet phone fax and modem cable. LED surge and ground indicator lights help you determine power status. 50 000 Connected Equipment Guarantee provides the assurance you re looking for. Ivory color provides a sophisticated look. Global Product Type Surge Protectors Protection Type Fax Modem Phone Power Number of Outlets 7 Joules Of Surge Protection 1250 J.,14.2 x 5.1 x 1.6 inches,http://ecx.images-amazon.com/images/I/11l7lqKv7dL._SL500_AA300_.jpg,1.5 pounds,2.3 pounds,,"<ul><li>Catalog Publishing Mask - 5/6/08</li> <li>Color(s) - Ivory</li> <li>Compliance, Standards - CSA Approved, UL</li> <li>Connected Equipment Guarantee/Warranty - $50,000 Limited</li> <li>Cord Length - 6 ft</li> </ul>"
972,http://www.amazon.com/Innovera-Discs-Printable-Surface-Spindle/dp/B0017DBGSE/,B0017DBGSE,Innovera,,Blank Media,Accessories Supplies,,,Innovera Cd-R Discs W Printable Surface 700Mb 80Min 52X Spindle Matte White 100 Pack,57.99,26.32,,Print directly onto the disc. Create custom labels. Economical data storage. Write-once. Spindle packaging.,,,6.0 x 5.0 x 5.0 inches,http://ecx.images-amazon.com/images/I/41jEg4Kxf0L._SL500_AA300_.jpg,1 ounces,6 pounds,,<ul><li>Print directly onto the disc.</li> <li>Create custom labels.</li> <li>Economical data storage.</li> <li>Write-once.</li> <li>Spindle packaging.</li> </ul>
973,http://www.amazon.com/INNOVERA-15024007-Replacement-copier-6812a001aa/dp/B000JCUJUA/,B000JCUJUA,Innovera,15024007,Laser Printer Toner,Printer Ink Toner,,,INNOVERA 15024007 Replacement copier toner for canon 6812a001aa,162.50,28.44,,Canon Compatibles Black Toner Cartridge,,Replacement Copier Toner for Canon 6812A001AA Buy the toner cartridge that delivers maximum return on your printing budget. You ll see consistent sharp printing every time. Designed for simple easy replacement that reduces downtime and increases product,14.4 x 9.1 x 4.6 inches,http://ecx.images-amazon.com/images/I/41ZsVzQb4nL._SL500_AA300_.jpg,,4 pounds,,<ul><li>Canon Compatibles</li> <li>Black Toner Cartridge</li> </ul>
974,http://www.amazon.com/Inland-5310-Titan-Wallmount-2600/dp/B001NACB4O/,B001NACB4O,Inland,5310,TV Mounts,Mounts,,,Inland 5310 Titan Pro LCD Wallmount 2600,16.99,15.15,,Mounts any LCD flat screen off the wall About 1.5CM Meets with VESA 75 75 or 100 100mm Easy to mount with sliding bracket design Supports LCD screen up to 15kg Durable Steel Construction,,With the ability to mount any LCD flat screen off the wall about 1.5 cm the Titan Pro LCD TV Wallmount is the perfect design for you. This mount meets with VESA 75 75 or 100 100mm.,4.5 x 4.5 x 1.2 inches,http://ecx.images-amazon.com/images/I/21YYH2cx27L._SL500_AA300_.jpg,,1 pounds,,"<ul><li>Mounts any LCD flat screen off the wall, About 1.5CM</li> <li>Meets with VESA 75*75 or 100*100mm</li> <li>Easy to mount with sliding bracket design</li> <li>Supports LCD screen up to 15kg</li> <li>Durable Steel Construction</li> </ul>"
975,http://www.amazon.com/Inktec-Refill-Magenta-Yellow-Cartridge/dp/B003338KDA/,B003338KDA,OCinkjet,HPI-6920C,Inkjet Printer Ink,Printer Ink Toner,,,Inktec Refill Kit for HP 920 and HP 920XL Cyan Magenta and Yellow Inkjet Cartridge,16.94,15.95,,Supported printers Individually factory sealed Sold exclusively by OCinkjet Remanufactured under strict standards One year factory warranty against product defect,,The InkTec refill kit for the HP 920 and HP 920XL cyan magenta yellow ink cartridges is a do it yourself kit specifically used for refilling empty HP 920 C M Y cartridges up to 4 times and HP 920XL C M Y inkjet cartridges up to 2 times. The kit includes 1 20 ml bottle each of cyan magenta and yellow ink specially forumlated for the HP 920 and HP 920XL C M Y ink cartridges and also tools and instructions to refill the empty ink cartridges. These kits provide great value and are ideal for extending the life of recently empty cartridges.,,http://ecx.images-amazon.com/images/I/41-xWeVfzpL._SL500_AA300_.jpg,8 ounces,8.8 ounces,,<ul><li>Supported printers:</li> <li>Individually factory sealed</li> <li>Sold exclusively by OCinkjet</li> <li>Remanufactured under strict standards</li> <li>One year factory warranty against product defect</li> </ul>
976,http://www.amazon.com/Infrared-Voltage-Remote-Electric-Screens/dp/B00027C0AO/,B00027C0AO,Da-Lite,82434,Remote Controls,TV Accessories,,,Infrared Low Voltage Remote System for Electric Screens,299.99,245.14,,Controls all Da-Lite single motor electric screens. 3-button system with separate up  down or stop commands. Includes control module and 3-button wall switch with box and cover plate. Can be used alone with 3-button wall switch. 3-button control infrared transmitter with receiver.,,Includes control module and 3-button wall switch with box and cover plate.,12.0 x 10.0 x 8.5 inches,http://ecx.images-amazon.com/images/I/41B0SC84V3L._SL500_AA300_.jpg,5 pounds,5 pounds,,"<ul><li>Controls all Da-Lite single motor electric screens.</li> <li>3-button system with separate ""up"", ""down"", or ""stop"" commands.</li> <li>Includes control module and 3-button wall switch with box and cover plate.</li> <li>Can be used alone with 3-button wall switch.</li> <li>3-button control infrared transmitter with receiver.</li> </ul>"
